uniqueID,type,date,title,location,captions
ep053,international,10/30/17,Only the Best in Budapest ,HU,https://www.youtube.com/api/timedtext?v=WZ-cao4rFJw&caps=asr&xorp=True&key=yttt1&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1522311857&hl=en_GB&signature=7EFC13F2A2785CDE790F45D97EED976206909CAB.5FCAF606C3C8D5CDDC6A1511E45C5170459162E0&asr_langs=es%2Cnl%2Cit%2Cfr%2Cru%2Cko%2Cde%2Cpt%2Cja%2Cen&kind=asr&lang=en&fmt=srv3
ep054,international,11/3/17,icking in Pordenone,IT,https://www.youtube.com/api/timedtext?v=Yb9TsrtMAe8&hl=en_GB&signature=8EBDA510D8B49A3354F7E1D99FE931AB45D2170F.15140B5F79621E797ECC2EC5E497A845E605A25A&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&asr_langs=ko%2Cit%2Cde%2Cfr%2Cja%2Cen%2Cru%2Ces%2Cpt%2Cnl&key=yttt1&expire=1522311914&kind=asr&lang=en&fmt=srv3
ep055,national,11/7/17,Sweet New Home in Chicago,IL,https://www.youtube.com/api/timedtext?key=yttt1&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=OXW7pxuD6LA&expire=1522312075&asr_langs=it%2Ces%2Cfr%2Cko%2Cde%2Cnl%2Cja%2Cen%2Cpt%2Cru&xorp=True&signature=CF5A9D26C6FFBF55EFCDA73A7E534D998E624A89.03243EC0E2CA7EE4D003F90295D3F667D89552&caps=asr&hl=en_GB&kind=asr&lang=en&fmt=srv3
ep056,national,11/23/17,Upsizing to a Bigger Home in Ohio,OH,https://www.youtube.com/api/timedtext?xorp=True&asr_langs=fr%2Cen%2Cja%2Cit%2Cde%2Cko%2Cpt%2Cnl%2Ces%2Cru&v=9t6Rj69SPug&key=yttt1&signature=9F517DD4D56DDC271C9192D3EB9AF24AA6D22C69.8BC7D4AC427EA16DA85AA23104652DBCA22813B9&hl=en_GB&caps=asr&expire=1522312136&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&kind=asr&lang=en&fmt=srv3
ep057,international,11/27/17,Sydney's Sunny Suburbs ,AU,https://www.youtube.com/api/timedtext?caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=B6748C725412E1141FB3B75069A38CF729656840.C17433A1A7E131CA45F98C1D8ABD2B8BB8577BC2&key=yttt1&xorp=True&v=owO0fxewezY&asr_langs=it%2Ces%2Cfr%2Cnl%2Cpt%2Cru%2Cko%2Cde%2Cja%2Cen&expire=1522312177&hl=en_GB&kind=asr&lang=en&fmt=srv3
ep058,international,10/12/17,Go Big in Burgundy,FR,https://www.youtube.com/api/timedtext?v=rx96_m1Qhdo&hl=en_GB&asr_langs=fr%2Cnl%2Ces%2Cit%2Cen%2Cja%2Cko%2Cpt%2Cde%2Cru&caps=asr&key=yttt1&expire=1522312213&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&signature=CD61D6638CFA420880E1992B64B533799FCC94DC.8B05FC93B3F782823B4D4CF4435E0A4FA9CDA5E6&kind=asr&lang=en&fmt=srv3
ep059,national,9/5/17,Cozy Cabin in California,CA,https://www.youtube.com/api/timedtext?sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1522312273&caps=asr&hl=en_GB&signature=5B88F2BD404B6DFE01BB0C7643011EFF605A6FF7.82B68A035A7A06D10D548E543A2B515EBCD66293&key=yttt1&v=_S70v6ZKzfE&asr_langs=ru%2Ces%2Cnl%2Cpt%2Cko%2Cde%2Cit%2Cja%2Cen%2Cfr&xorp=True&kind=asr&lang=en&fmt=srv3
ep060,national,10/26/17,A Rural Washington Paradise,WA,https://www.youtube.com/api/timedtext?expire=1522312312&key=yttt1&asr_langs=pt%2Ces%2Cru%2Cnl%2Cde%2Cit%2Cko%2Cen%2Cja%2Cfr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&hl=en_GB&caps=asr&signature=BCC9A65B01D093B2585DACC20B6A9063CA06AA48.ACB52B9F52F92CD3A607EEB9215E1465B650A3C2&v=363C7uF4uNQ&kind=asr&lang=en&fmt=srv3
ep061,national,8/22/17,Big House for Blended Family,IL,https://www.youtube.com/api/timedtext?v=LdBzwWIcekg&signature=4D8A858C8851A9102782CD195B74598CD6096035.286C062D3107F96EFD3D743B4FCE843EBE1631E3&hl=en_GB&caps=asr&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&asr_langs=it%2Cko%2Cde%2Cfr%2Cja%2Cen%2Cru%2Ces%2Cpt%2Cnl&expire=1522312370&key=yttt1&kind=asr&lang=en&fmt=srv3
ep062,international,10/4/17,Quirky or Close to London,EN,https://www.youtube.com/api/timedtext?caps=asr&key=yttt1&asr_langs=fr%2Cru%2Ces%2Cnl%2Cpt%2Cde%2Cit%2Cko%2Cen%2Cja&hl=en_GB&expire=1522312434&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=d3HJZ8UmJfY&signature=DEF936B913BFC2FECECF2F3911B1323859C79ABB.CA6ACDC870BAFA2E73FA3B13DFECC02A467056DB&xorp=True&kind=asr&lang=en&fmt=srv3
ep063,international,11/16/17,Closing the Distance in Denmark ,DE,https://www.youtube.com/api/timedtext?expire=1522312498&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&caps=asr&v=p8Cq5x7QQyw&asr_langs=ru%2Ces%2Cpt%2Cnl%2Cit%2Cko%2Cde%2Cfr%2Cja%2Cen&key=yttt1&signature=8028643FD99E74A9549BDACA66B761AA39CE06F7.1D32A97DC3641CAA2E020CDB7AA52705BADD242C&xorp=True&kind=asr&lang=en&fmt=srv3
ep064,national,10/18/17,Baby's First Home in New Jersey,NJ,https://www.youtube.com/api/timedtext?sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=DE88CB131BA2C60D428E7EB2327665573FEF73ED.7A01F0862B6E29C5B2BA4AC7B4137AF8C9DB93D4&key=yttt1&xorp=True&hl=en_GB&caps=asr&expire=1522312539&v=vj7muL8_oTE&asr_langs=es%2Cru%2Cnl%2Cit%2Cpt%2Cde%2Cko%2Cja%2Cfr%2Cen&kind=asr&lang=en&fmt=srv3
ep065,national,10/27/17,Spanish vs Ranch,CA,https://www.youtube.com/api/timedtext?signature=5BF0E00BA0FFE15350E37A6A8AFA700E20162F10.CD9A161BC7EABBF96343881F67012223115791AC&xorp=True&v=X4FX2YQrfrE&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1522312588&hl=en_GB&asr_langs=ja%2Cen%2Cko%2Cit%2Cde%2Cpt%2Cnl%2Ces%2Cru%2Cfr&key=yttt1&caps=asr&kind=asr&lang=en&fmt=srv3
ep066,national,11/22/17,First Condo in Chicago,IL,https://www.youtube.com/api/timedtext?expire=1522312631&signature=B8A24928DF70CCF02B7E7BD215F2DF0DD91DE5A9.269454D0C66442D482A211C2C3F8E31AC63C20D8&v=iwVGBjpKCEY&key=yttt1&hl=en_GB&asr_langs=es%2Cja%2Cde%2Cit%2Cko%2Cen%2Cfr%2Cru%2Cpt%2Cnl&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&kind=asr&lang=en&fmt=srv3
ep067,national,10/5/17,Finding a House in Philly,PA,https://www.youtube.com/api/timedtext?key=yttt1&asr_langs=en%2Cja%2Cnl%2Cde%2Cko%2Cru%2Cfr%2Cpt%2Ces%2Cit&caps=asr&signature=E6626CCA5739D318F2E2E62FB9D12A66E8BBDD5D.8EF0A48C812B305DAEA64EF12BE57EE08ADE356F&hl=en_GB&expire=1522312808&v=uFxmlbRzwhk&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&kind=asr&lang=en&fmt=srv3
ep068,national,11/20/17,Vintage House Wanted in Chico,CA,https://www.youtube.com/api/timedtext?hl=en_GB&key=yttt1&signature=60EEAB6797E670EDB46E255C0472AA5C74723934.01D72F353EB85DE99C8971D4FC9790B2D3EEEB2F&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&asr_langs=ko%2Cru%2Cja%2Cen%2Cde%2Cit%2Ces%2Cnl%2Cpt%2Cfr&expire=1522312864&xorp=True&v=tJBFnPPyTNQ&kind=asr&lang=en&fmt=srv3
ep069,international,11/22/17,Surprises in New Zealand,NZ,https://www.youtube.com/api/timedtext?key=yttt1&signature=81BC8923AD6ED5AD101C32D733292D89E525E7F3.63A09EACEE02105E68916F16D82F93D053890DAD&asr_langs=de%2Cru%2Cit%2Cen%2Cnl%2Cja%2Cfr%2Ces%2Cpt%2Cko&xorp=True&caps=asr&expire=1522312905&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&v=0V94TWakFEo&kind=asr&lang=en&fmt=srv3
ep070,national,10/9/17,Engaged in Debate in Chicago,IL,https://www.youtube.com/api/timedtext?xorp=True&key=yttt1&signature=7593AC30BCD3FAC98CF2F640F6C37BA8073B12F0.BE7DF5197A131636A2F715FB811ADE023AD7B250&v=FiximxcipX4&asr_langs=ja%2Cen%2Cfr%2Cko%2Cde%2Cit%2Cnl%2Cpt%2Cru%2Ces&caps=asr&hl=en_GB&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1522312939&kind=asr&lang=en&fmt=srv3
ep071,national,8/17/17,Fresh Start in Las Vegas,NV,https://www.youtube.com/api/timedtext?hl=en_GB&v=3aQceI5Uxps&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1522312993&caps=asr&asr_langs=ko%2Ces%2Cfr%2Cen%2Cpt%2Cja%2Cnl%2Cit%2Cde%2Cru&xorp=True&signature=739907844EEF6774725F5E8B0C0EFD89507BCB4E.7B1E2C4BC0A2AFDC36EF208A70EB835EE3D2035D&key=yttt1&kind=asr&lang=en&fmt=srv3
ep072,international,11/7/17,Trading It All for the Beach,NI,https://www.youtube.com/api/timedtext?expire=1522357236&key=yttt1&v=tkr939tOpnM&asr_langs=ja%2Ces%2Cde%2Cko%2Cit%2Cru%2Cfr%2Cen%2Cnl%2Cpt&hl=en_GB&caps=asr&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=A91042B019B2B5012DFDFF4BE1BC4C6D9FC65FFD.2A7BD6C1FD446D34C105502A2E805AD0638E0B30&kind=asr&lang=en&fmt=srv3
ep073,national,8/30/17,Going Large or Small in Tampa,FL,https://www.youtube.com/api/timedtext?asr_langs=es%2Cit%2Cfr%2Cnl%2Cru%2Cde%2Cpt%2Cen%2Cja%2Cko&expire=1522357326&caps=asr&key=yttt1&v=3EDky56aAFE&xorp=True&signature=E31D7343A6A7222150427F2CDBB439C6D777C47A.812FB5EFD30B10BC25BB787E6911A62AF3F57AF4&hl=en_GB&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&kind=asr&lang=en&fmt=srv3
ep074,international,10/3/17,Beach vs Budget in Melbourne,AU,https://www.youtube.com/api/timedtext?xorp=True&key=yttt1&v=LcKHLTh6lHA&expire=1522357377&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&hl=en_GB&signature=448449AA4F0EEAA69A6AA5E4FC564BFD82B72147.C5AE7D68F446E70FC1FF648EEDEE1FA560737255&asr_langs=fr%2Cit%2Ces%2Cru%2Cnl%2Cja%2Cen%2Cpt%2Cko%2Cde&kind=asr&lang=en&fmt=srv3
ep075,national,10/30/17,Picky in St Louis,MO,https://www.youtube.com/api/timedtext?caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=45312CB6B8CA7A483C7E9D1842CB335AEF072812.996155B14964C2247F252D4DB093F3E9F23F0413&key=yttt1&xorp=True&v=_gdQVF78oK8&asr_langs=it%2Ces%2Cfr%2Cnl%2Cpt%2Cru%2Cko%2Cde%2Cja%2Cen&expire=1522357419&hl=en_GB&kind=asr&lang=en&fmt=srv3
ep076,national,3/12/18,Putting Down Roots in Orlando,FL,https://www.youtube.com/api/timedtext?caps=asr&key=yttt1&asr_langs=de%2Cko%2Cen%2Cnl%2Cja%2Ces%2Cit%2Cpt%2Cfr%2Cru&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=XVt95G1wLcw&xorp=True&expire=1522357701&hl=en_GB&signature=BFB15DFA09C05568418D580868772DF1C6F415CF.2CDA55802D755B9325821208B7853B06433037BC&kind=asr&lang=en&fmt=srv3
ep077,national,3/12/18,Tennessee Bed and Breakfast,TN,https://www.youtube.com/api/timedtext?hl=en_GB&signature=D4B1312E410B8AFB4BB01587BC972DC144915A14.1FD3CCBE240A5F3FA2A07CAF48EED2D393DC1A0A&asr_langs=pt%2Cnl%2Ces%2Cru%2Cfr%2Cja%2Cen%2Cko%2Cit%2Cde&key=yttt1&caps=asr&xorp=True&v=IovwjKlzZsc&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1522357738&kind=asr&lang=en&fmt=srv3
ep078,national,3/1/18,Cape Cod vs Ranch in Syracuse,NY,https://www.youtube.com/api/timedtext?caps=asr&signature=B646BFFD879D35B1A1B6AFA04F9EAF4C5FC44562.49BE788B225E58129BD1A92499B3A7CEDDDC31C5&hl=en_GB&expire=1522357776&asr_langs=ja%2Cko%2Cde%2Cen%2Cit%2Ces%2Cnl%2Cpt%2Cru%2Cfr&v=92MdinP2EZ8&key=yttt1&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&kind=asr&lang=en&fmt=srv3
ep079,national,2/21/18,Space for Five Pets,TX,https://www.youtube.com/api/timedtext?sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1522357825&hl=en_GB&asr_langs=de%2Cen%2Cko%2Cru%2Cpt%2Cja%2Cit%2Ces%2Cnl%2Cfr&signature=B6C0070B96DA57A21915BD421938B3DBB9CE65E1.F0E7064017007CBB888DB7A70CF7BD8FE2647AF1&key=yttt1&xorp=True&caps=asr&v=YfKga4XsVHM&kind=asr&lang=en&fmt=srv3
ep080,national,2/14/18,Big Backyard in Atlanta,GA,https://www.youtube.com/api/timedtext?signature=19006B7A1C9EF3270F1FBE2B77880FA5D7F263B6.677902BDDDF79A5602C36B715BD96488219A81E3&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&caps=asr&key=yttt1&asr_langs=de%2Cru%2Cen%2Cko%2Cja%2Ces%2Cit%2Cpt%2Cnl%2Cfr&v=7ifVT1XSM5c&expire=1522357895&kind=asr&lang=en&fmt=srv3
ep081,national,4/17/18,Couple Wants More Land in Eastern Kansas,KS,https://www.youtube.com/api/timedtext?signature=ACF503CF632BCAFDE8ED33EA67E8962981A171CA.150EB5CF5D806DAE02524FC282BF6B649029A121&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&key=yttt1&caps=asr&hl=en_GB&expire=1524194581&v=09UBis7SIoI&asr_langs=es%2Cru%2Cit%2Cnl%2Cpt%2Cde%2Cko%2Cja%2Cen%2Cfr&kind=asr&lang=en&fmt=srv3
ep082,national,4/17/18,Facing East in California,CA,https://www.youtube.com/api/timedtext?v=UAQBLyo77LQ&asr_langs=ko%2Cde%2Cfr%2Cen%2Cja%2Cru%2Ces%2Cpt%2Cnl%2Cit&expire=1524194713&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=15C2B839E212841ACB17210C894074DF6E6D9CEC.402DB4E915F8CCF1A45548D186D7DF1608F4E67B&key=yttt1&xorp=True&hl=en_GB&caps=asr&kind=asr&lang=en&fmt=srv3
ep083,national,4/16/18,Atlanta House for Three,GA,https://www.youtube.com/api/timedtext?sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&key=yttt1&xorp=True&caps=asr&v=RXcAALl_JAQ&expire=1524194750&hl=en_GB&asr_langs=it%2Ces%2Cpt%2Cnl%2Cfr%2Cde%2Cen%2Cko%2Cru%2Cja&signature=AE8FA57C35C7A4F94F5A366C998830683CF4906C.CEFE2FCE92EFEF37AC8AD9A5D9EE1C2DF9843A2D&kind=asr&lang=en&fmt=srv3
ep084,national,4/13/18,Business Owner Goes Tiny,NC,https://www.youtube.com/api/timedtext?key=yttt1&v=2N_SZGgwiRU&asr_langs=it%2Ces%2Cru%2Cfr%2Cko%2Cde%2Cja%2Cnl%2Cen%2Cpt&expire=1524194784&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&signature=C17F6D7B75EB61C30D926B4F93F7D9C0F9D2D790.41C5B59E8841209CBDBC414D2605B793316D4157&caps=asr&hl=en_GB&kind=asr&lang=en&fmt=srv3
ep085,national,4/12/18,World Travelers Settle Down in Small Town,MO,https://www.youtube.com/api/timedtext?hl=en_GB&expire=1524194845&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=C83862238D40BBF2A2C28E607279DBEEB1A8C618.88539333C1B6DB5A4E61FB4E0BC513090B9B0389&xorp=True&v=NdRe2a1eb3E&asr_langs=pt%2Cnl%2Cja%2Cen%2Cko%2Cde%2Cfr%2Cru%2Cit%2Ces&key=yttt1&kind=asr&lang=en&fmt=srv3
ep086,international,4/11/18,Going Big in Belize,BZ,https://www.youtube.com/api/timedtext?sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&signature=8E5F41368D314D9E2C488EFD451D2ADE16F4F997.E8282ED3F2F2EEADDA83EDBA57304F3172FA348F&xorp=True&v=Hw0ZXQzxiGQ&asr_langs=ja%2Cko%2Cen%2Cde%2Cpt%2Cru%2Cnl%2Cfr%2Cit%2Ces&key=yttt1&caps=asr&expire=1524194916&kind=asr&lang=en&fmt=srv3
ep087,national,4/11/18,The Hunt for Waterfront,FL,https://www.youtube.com/api/timedtext?hl=en_GB&v=PTSsLdvbhes&xorp=True&expire=1524194966&asr_langs=de%2Cen%2Cja%2Cru%2Cko%2Cfr%2Cpt%2Cnl%2Ces%2Cit&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=B87E728064822E33E32E9670179F34024D208A57.1D33343B76036D0904B1F13558151AE36DCDA9D1&key=yttt1&kind=asr&lang=en&fmt=srv3
ep088,national,4/10/18,Ranch vs Craftsman in New Jersey,NJ,https://www.youtube.com/api/timedtext?caps=asr&key=yttt1&expire=1524195015&v=NyFhn2ONX48&signature=A9616902920D21334E8EE00DE90E0EF165E7DA05.C764B9311A2971C3E29B95F63C6496BC12938CC6&xorp=True&asr_langs=es%2Cit%2Cnl%2Cfr%2Cpt%2Cde%2Cru%2Cen%2Cja%2Cko&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&kind=asr&lang=en&fmt=srv3
ep089,national,4/10/18,"Friends, Fixers and Fireplaces",IL,https://www.youtube.com/api/timedtext?expire=1524195058&xorp=True&signature=9C984260629A07FA9F9741C4AAE41B4C2126200E.55066E19F01525BE7556D361882D63A92FA652AD&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=qv7-TMtgbtA&key=yttt1&asr_langs=ko%2Cde%2Cpt%2Cen%2Cnl%2Cja%2Cru%2Ces%2Cfr%2Cit&hl=en_GB&kind=asr&lang=en&fmt=srv3
ep090,national,9/13/17,Starter Home or Forever Home,NY,https://www.youtube.com/api/timedtext?expire=1524195105&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&caps=asr&v=nmBvB3C_l3k&asr_langs=ru%2Ces%2Cpt%2Cnl%2Cit%2Cko%2Cde%2Cfr%2Cja%2Cen&key=yttt1&signature=8F4F5416284B4E1ADB5705ECA48A9B7B048F1DDA.62472271F1B7D243BE9ADCDC11B34B1057939B79&xorp=True&kind=asr&lang=en&fmt=srv3
ep091,international,4/10/18,Finding Balance in Berlin,DE,https://www.youtube.com/api/timedtext?asr_langs=de%2Cit%2Cko%2Cru%2Cen%2Cfr%2Cnl%2Cpt%2Cja%2Ces&caps=asr&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=9B3DAFA2E13F3959FA845F859EC40DD9466292D8.6FF100D703EC3BC6820CCECA88AB81EAF02C095A&expire=1524274789&hl=en_GB&v=sIdhv9KoQ-U&key=yttt1&kind=asr&lang=en&fmt=srv3
ep092,international,3/26/18,Return to Medellin,CO,https://www.youtube.com/api/timedtext?key=yttt1&hl=en_GB&asr_langs=pt%2Cnl%2Cit%2Cru%2Ces%2Cfr%2Cen%2Cja%2Cko%2Cde&sparams=asr_langs%2Ccaps%2Cv%2Cexpire&signature=13FD47380CF996B52D3214B715B2E83A949ED4E7.636B1892140644CE547217C110E5539F104CE20A&caps=asr&v=raQKaIgCrYY&expire=1524274851&kind=asr&lang=en&fmt=srv3
ep093,international,3/23/18,Escape to Quito,EC,https://www.youtube.com/api/timedtext?expire=1524274904&v=PjMAgx6L9R4&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=8EF44267BE801694ACB0068CF0AA579EE8A575E2.0D27FBB90DBCB572C44899317609EE61F0C6994F&asr_langs=de%2Cko%2Cja%2Cfr%2Cen%2Ces%2Cru%2Cnl%2Cit%2Cpt&key=yttt1&xorp=True&hl=en_GB&caps=asr&kind=asr&lang=en&fmt=srv3
ep094,international,3/22/18,"City Maus, Country Haus",DE,https://www.youtube.com/api/timedtext?hl=en_GB&v=nIOTpIJ6zTA&key=yttt1&expire=1524274970&caps=asr&asr_langs=ja%2Ces%2Cit%2Cko%2Cde%2Cnl%2Cpt%2Cru%2Cen%2Cfr&xorp=True&signature=770F4F79DA80AE09E46F9B95E0525946B5CE596E.3507FF0A52BDCD6C4AA142DA22AA79ECE4AED992&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&kind=asr&lang=en&fmt=srv3
ep095,international,3/13/18,Culture Shock in Cambodia,KH,https://www.youtube.com/api/timedtext?expire=1524275078&xorp=True&v=q2BLD4z90a0&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&signature=97DA864BE4F35A95B93F037FC716F522472490C6.08F376CBAAA7E226CE714319C77275A6A287AF6C&asr_langs=pt%2Cit%2Ces%2Cfr%2Cru%2Cko%2Cde%2Cja%2Cnl%2Cen&hl=en_GB&key=yttt1&caps=asr&kind=asr&lang=en&fmt=srv3
ep096,national,3/5/18,Safe Haven Hunt in Florida,FL,https://www.youtube.com/api/timedtext?expire=1524275140&signature=9933EAE79BB845D96019CBEF18204DC6A3E13827.D89C1849E9CC9D644568364B7A2A2A515CB0C2E6&hl=en_GB&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&asr_langs=de%2Cko%2Cpt%2Cen%2Cru%2Cja%2Cnl%2Ces%2Cit%2Cfr&v=SqKpLBQAONg&key=yttt1&xorp=True&kind=asr&lang=en&fmt=srv3
ep097,national,3/5/18,Doctors' Dilemma in New York,NY,https://www.youtube.com/api/timedtext?xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=pUopI9pI6b8&expire=1524275178&signature=C0C66568C88825FE50FA22C72BD2689AC6B99AD2.4A859F4EC17A1B54755130B66EE1595E9D17BC81&hl=en_GB&caps=asr&asr_langs=fr%2Cit%2Ces%2Cpt%2Cnl%2Cja%2Cen%2Cko%2Cru%2Cde&key=yttt1&kind=asr&lang=en&fmt=srv3
ep098,international,3/17/18,Married Down Under,AU,https://www.youtube.com/api/timedtext?signature=AAFC23FC382DD4209C7736C02A359AF56C9C98A4.66B801F1871CC2839BC4DB076D24C6E833E4E3C3&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&asr_langs=es%2Cde%2Cru%2Cit%2Cko%2Cen%2Cpt%2Cja%2Cnl%2Cfr&v=0kZqZNhIyVc&key=yttt1&expire=1524275313&xorp=True&kind=asr&lang=en&fmt=srv3
ep099,international,3/16/18,New Kids In Townsville,AU,https://www.youtube.com/api/timedtext?key=yttt1&xorp=True&expire=1524275350&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&signature=14F392877289CB4EC89D9984F38F20FF9EA92965.98EC873F9E451BF2C4FBBB149FF782C9E93D6EEA&v=2I8TfMjY1-A&hl=en_GB&asr_langs=ko%2Cit%2Cfr%2Cpt%2Cen%2Cnl%2Cja%2Ces%2Cru%2Cde&kind=asr&lang=en&fmt=srv3
ep100,international,3/15/18,Live Like The Romans Do,IT,https://www.youtube.com/api/timedtext?sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&hl=en_GB&caps=asr&signature=38F39E3CA434897FB31C6D59EF4F1E9B9C73E697.6D528A214121D432CAC9B1516AD46EEBC8A2FAF7&key=yttt1&xorp=True&v=kh_jsS9e_Fc&asr_langs=pt%2Cja%2Cnl%2Cen%2Cko%2Cde%2Cru%2Cfr%2Cit%2Ces&expire=1524275394&kind=asr&lang=en&fmt=srv3
ep101,national,4/18/18,Seeking Space in Seattle,WA,https://www.youtube.com/api/timedtext?hl=en_GB&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&v=FBi6B9ijx_M&asr_langs=ko%2Cit%2Cde%2Cja%2Cen%2Cfr%2Cpt%2Cru%2Ces%2Cnl&key=yttt1&expire=1524709078&xorp=True&signature=EE66F06CAEB9ABA2E6B5960188A33F4F63249EAB.E237DB7C5B89109C6C7E6C295B760BB269511D9E&kind=asr&lang=en&fmt=srv3
ep102,international,4/12/18,Tension in Taipei,TW,https://www.youtube.com/api/timedtext?caps=asr&signature=41F4D06F4BC8B676ACC3D9021E3141DF1E7AF26F.38DD15DF6B37A083FB3B97CB4F117E8C85936C65&key=yttt1&asr_langs=en%2Cja%2Cnl%2Cde%2Cko%2Cfr%2Cru%2Ces%2Cit%2Cpt&hl=en_GB&v=O-zbC0pB_tM&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&expire=1524709144&kind=asr&lang=en&fmt=srv3
ep103,national,4/3/18,Window Panes in the Windy City,IL,https://www.youtube.com/api/timedtext?xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&asr_langs=nl%2Cru%2Ces%2Cpt%2Cfr%2Cja%2Cen%2Cit%2Cko%2Cde&expire=1524709206&key=yttt1&signature=9EA794E5D4259B18184BD49075601794DBB9E56C.7C5DAC3EA2A8B5E96D53AC0728E462A346D36D31&v=p3V1M52-kss&caps=asr&hl=en_GB&kind=asr&lang=en&fmt=srv3
ep104,national,4/2/18,Pet Paradise in the Country,IL,https://www.youtube.com/api/timedtext?caps=asr&expire=1524709253&hl=en_GB&signature=55AD0A60DA37373EC541C0B1B54CE364ADCD6C7D.D9C148075BFA3240AD46106720288F5169D82455&asr_langs=de%2Cko%2Cja%2Cen%2Cit%2Ces%2Cru%2Cfr%2Cnl%2Cpt&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&key=yttt1&v=ffYL9b5z_bo&kind=asr&lang=en&fmt=srv3
